id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;priceWB;discountWB;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто;Страна происхождения;ТипСветодиодов;ЦветовойКод;ЭтоНовинка;СтатусRu_Ru;Видео1;Видео2;Видео3;IES;3D-модель;Маркер;Описание для каталога;Полное наименование;cartons;ЦветоваяТемператураМин;ЦветоваяТемператураМакс
TR005-2-12W4K-B;true;Трековый светильник Technical TR005-2-12W4K-B;Technical;TR005-2-12W4K-B;https://maytoni.ru/i/TR005-2-12W4K-B;4290;RUB;009;true;true;;;4099776056348;;200/60/240;5877;;388;Technical;Maytoni Technical;Magnetic track system Exility;Elti;3;Нет;Нет;;;;DC 48;9405110039;Class3;IP 20;Черный;Алюминий;;52;193;160;232;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;1009;36;90;4000;;https://mais-upload.maytoni.de/Photo/f4369c7b-91be-41be-85ce-a6e361041e16/007standard/RENDER_TR005-2-12W4K-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/61a192ba-64ff-44bd-a34b-3b354cbaca75/009standard/RENDER_element_TR005-2-12W4K-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/b2f8017d-4583-4647-8fbf-3f8f6eedfb08/026standard/RENDER_Main_Image_TR005-2-12W4K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/f00f2924-4ec9-4def-83ac-fca08bb07173/027standard/RENDER_Additional_perspective_TR005-2-12W4K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/a4285d56-a534-4584-8b2b-e8afbf68b384/028standard/RENDER_Mobility_and_control_feature_TR005-2-12W4K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/aa0484e8-7ec4-4635-9eb7-5d06a5efe0d3/030standard/How_it_shines_TR005-2-12W4K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/d20fd68e-deb5-4ab0-be1c-41dadfcfb268/032standard/RENDER_Mounting_components_TR005-2-12W4K-B_standard.jpeg;Трековый светильник;0,32;0,35;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/3e128fa3-b4ba-4bab-be40-9d944294276f/007/TR005-2-12W4K-B_0_007_0.zip;Нет;"Металлическая арматура и плафоны. Цвета - черный, белый и латунь с чёрным коннектором и жестким основанием. LED-источник света. Два варианта цветовой температуры - 3000К и 4000К, а также умные светильники с регулировкой цветовой температуры от 3000K до 6000K и диммированием по протоколу Bluetooth Mesh. Утопленный источник света обеспечивает визуальный комфорт для глаз, а антибликовый фильтр HoneyComb-D38 - низкий коэффициент слепимости. Светильники совместимы c дополнительными аксессуарами (приобретаются отдельно): сменные линзы с углом рассеивания 15, 24, 50 градусов; кольца в двух цветах; матовые рассеиватели.";"";1;;
TR005-4-12W-DS-BW;false;Трековый светильник Technical TR005-4-12W-DS-BW;Technical;TR005-4-12W-DS-BW;https://maytoni.ru/i/TR005-4-12W-DS-BW;7090;RUB;009;true;true;;;4099776056485;;200/60/240;9713;;0;Technical;Maytoni Technical;Magnetic track system Exility;Elti;3;Нет;Нет;;;;DC 48;9405110039;Class3;IP 20;Бело-черный;Алюминий;;52;193;160;232;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;987;36;90;;;https://mais-upload.maytoni.de/Photo/96436355-e8a8-4db4-ae18-0fdee59073d1/007standard/RENDER_TR005-4-12W-DS-BW_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/caca5265-2c93-49ba-9be6-6f548d1fdf86/009standard/RENDER_element_TR005-4-12W-DS-BW_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/a4eb3d0a-04d2-494d-aa4d-e128227e75c5/026standard/RENDER_Main_Image_TR005-4-12W-DS-BW_standard.jpeg;https://mais-upload.maytoni.de/Photo/30d28b88-ee13-4932-9272-f5fdb0358507/027standard/RENDER_Additional_perspective_TR005-4-12W-DS-BW_standard.jpeg;https://mais-upload.maytoni.de/Photo/88788b5f-aba3-4f75-b1c4-855462fad801/028standard/RENDER_Mobility_and_control_feature_TR005-4-12W-DS-BW_standard.jpeg;https://mais-upload.maytoni.de/Photo/85001e34-109e-4ad6-a9e7-e454593eac01/030standard/How_it_shines_TR005-4-12W-DS-BW_standard.jpeg;https://mais-upload.maytoni.de/Photo/b15cf589-5add-4c7e-8731-af166199a681/032standard/RENDER_Mounting_components_TR005-4-12W-DS-BW_standard.jpeg;Трековый светильник;0,32;0,35;КИТАЙ;;;Нет;Новинка;;;;;https://mais-upload.maytoni.de/Documents/66627545-0327-49b5-8500-6be730128451/007/TR005-4-12W-DS-BW_0_007_0.zip;Нет;"Металлическая арматура и плафоны. Цвета - черный, белый и латунь с чёрным коннектором и жестким основанием. LED-источник света. Два варианта цветовой температуры - 3000К и 4000К, а также умные светильники с регулировкой цветовой температуры от 3000K до 6000K и диммированием по протоколу Bluetooth Mesh. Утопленный источник света обеспечивает визуальный комфорт для глаз, а антибликовый фильтр HoneyComb-D38 - низкий коэффициент слепимости. Светильники совместимы c дополнительными аксессуарами (приобретаются отдельно): сменные линзы с углом рассеивания 15, 24, 50 градусов; кольца в двух цветах; матовые рассеиватели.";"";1;3000;6000
TR005-4-12W-DS-B;true;Трековый светильник Technical TR005-4-12W-DS-B;Technical;TR005-4-12W-DS-B;https://maytoni.ru/i/TR005-4-12W-DS-B;7090;RUB;009;true;true;;;4099776056492;;200/60/240;9713;;179;Technical;Maytoni Technical;Magnetic track system Exility;Elti;3;Нет;Нет;;;;DC 48;9405110039;Class3;IP 20;Черный;Алюминий;;;193;52;232;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;947;36;90;;;https://mais-upload.maytoni.de/Photo/42d9fb6d-db37-49d4-b7c3-5a66a49d393a/007standard/RENDER_TR005-4-12W-DS-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/1234f08b-469c-429d-92c0-88c11d501608/009standard/RENDER_element_TR005-4-12W-DS-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/89c45be1-8c46-406e-b525-5971c0379b8e/026standard/RENDER_Main_Image_TR005-4-12W-DS-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/cf46b339-81c0-4233-b294-a761909b7fe8/027standard/RENDER_Additional_perspective_TR005-4-12W-DS-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/5d2770e5-9893-4bd4-98a7-e173e748f631/028standard/RENDER_Mobility_and_control_feature_TR005-4-12W-DS-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/1f6f46f5-cf87-4c9e-8011-a2b1e6a31f0d/030standard/How_it_shines_TR005-4-12W-DS-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/67a96584-6f87-4a3d-b1e0-ddf70357d025/032standard/RENDER_Mounting_components_TR005-4-12W-DS-B_standard.jpeg;Трековый светильник;0,32;0,35;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/4fbdcd79-93ec-4196-96c5-4203383ba99f/007/TR005-4-12W-DS-B_0_007_0.zip;Нет;"Металлическая арматура и плафоны. Цвета - черный, белый и латунь с чёрным коннектором и жестким основанием. LED-источник света. Два варианта цветовой температуры - 3000К и 4000К, а также умные светильники с регулировкой цветовой температуры от 3000K до 6000K и диммированием по протоколу Bluetooth Mesh. Утопленный источник света обеспечивает визуальный комфорт для глаз, а антибликовый фильтр HoneyComb-D38 - низкий коэффициент слепимости. Светильники совместимы c дополнительными аксессуарами (приобретаются отдельно): сменные линзы с углом рассеивания 15, 24, 50 градусов; кольца в двух цветах; матовые рассеиватели.";"";1;3000;6000
DL002-1-01-W-1;false;Встраиваемый светильник Technical DL002-1-01-W-1;Technical;DL002-1-01-W-1;https://maytoni.ru/i/DL002-1-01-W-1;1290;RUB;007;true;true;;;4099776086543;;75/155/155;1767;;0;Technical;Maytoni Technical;Downlight;Gyps Modern;2;Нет;Нет;;ExtraHeatProtection,PaintAlike,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Детская,Кабинет,Прихожая,Гардеробная,Балкон,Дача,Банкетный зал,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405110033;Class2;IP 20;Белый;Гипс;;130;;;50;;Круглое;Встраиваемый;133;117;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;12;;;;;;https://mais-upload.maytoni.de/Photo/afa82eca-fe39-44d2-a56d-e302a90b381b/007standard/RENDER_DL002-1-01-W-1_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/259a087b-c2a2-45f6-b20f-7c10ac860318/009standard/RENDER_element_DL002-1-01-W-1_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/b8f946c6-f7c1-4ec0-919c-8febec9bf463/026standard/RENDER_Main_Image_DL002-1-01-W-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/2d1d3d8b-60c8-4f89-89c4-c66e4b96277c/028standard/RENDER_Mobility_and_control_feature_DL002-1-01-W-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/d0893110-290a-45da-9145-ff4b0c8fed47/030standard/How_it_shines_DL002-1-01-W-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/533e009e-ecd7-45f6-8762-f8bc0b260350/032standard/RENDER_Mounting_components_DL002-1-01-W-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/16bc9aab-72de-4650-ad70-0876a483293b/035standard/how_shines_under_the_site_DL002-1-01-W-1_standard.jpeg;Встраиваемый светильник;0,45;0,56;КИТАЙ;;;Нет;Новинка;;;;;https://mais-upload.maytoni.de/Documents/0255b78c-f579-4ff6-a370-3901c1a453f6/007/DL002-1-01-W-1_0_007_0.zip;Нет;"Серия встраиваемых светильников с современным дизайном корпуса и возможностью легкой интеграции в архитектуру освещаемого пространства. Разнообразие размеров, форм и световых эффектов позволяет без труда подобрать необходимую для реализации проекта модель. Светильники изготовлены из гипса с возможностью окрашивания. В качестве источника света рекомендуется использовать лампы Voltega (art. 7060/7061) мощностью 7W и углом рассеивания 38°. Диммируемые версии ламп — art. 7108/7109.";"";1;;
P072PL-L12B4K-1;true;Подвесной светильник Technical P072PL-L12B4K-1;Technical;P072PL-L12B4K-1;https://maytoni.ru/i/P072PL-L12B4K-1;3790;RUB;002;true;true;;;4099776058144;;400/60/60;5192;;80;Technical;Maytoni Technical;Pendant;Focus LED;3;Нет;Нет;;;;AC 85-265;9405110039;Class2;IP 20;Черный;Алюминий;;52;;;300;;;Подвесной;;;;;;;IP 20;Круглая;;;52;30;;;;;;;;;;;;;;;;Да;Нет;LED;;12;1000;40;90;4000;;https://mais-upload.maytoni.de/Photo/69fc8ef1-42eb-4d64-934e-9d71df0b15a2/026standard/RENDER_Main_Image_P072PL-L12B4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/47daab40-7bd3-4af6-966b-c7757c87cbb8/007standard/RENDER_P072PL-L12B4K-1_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/17e84184-3a42-4917-840b-6818afef2359/037standard/RENDER_Photo_w_alpha_P072PL-L12B4K-1_standard_(45).jpeg;https://mais-upload.maytoni.de/Photo/6ae4d7db-c82c-4ea6-ac61-8860d0cbddb3/009standard/RENDER_element_P072PL-L12B4K-1_w_standard_(1).jpeg;;https://mais-upload.maytoni.de/Photo/24b53ddc-133a-477e-87c9-ed862b7518dd/030standard/How_it_shines_P072PL-L12B4K-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/057a1763-33a5-4a26-8812-aab550f9c43f/027standard/RENDER_Additional_perspective_P072PL-L12B4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/4bc9a9e0-c4c5-4e9d-a889-d6303967581c/031standard/RENDER_Technical_Feature_P072PL-L12B4K-1_standard_(1).jpeg;Подвесной светильник;0,5;0,54;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/a299340a-6682-48ec-9ae7-32154ffd4da7/007/P072PL-L12B4K-1_0_007_0.rar;Нет;"Арматура из металла. Встроенный LED-источник света утоплен в корпусе.";"";1;;
P072PL-L12B3K-1;false;Подвесной светильник Technical P072PL-L12B3K-1;Technical;P072PL-L12B3K-1;https://maytoni.ru/i/P072PL-L12B3K-1;3790;RUB;002;true;true;;;4099776058168;;400/60/60;5192;;0;Technical;Maytoni Technical;Pendant;Focus LED;3;Нет;Нет;;;;AC 85-265;9405110039;Class2;IP 20;Черный;Алюминий;;52;;;300;;;Подвесной;;;;;;;IP 20;Круглая;;;52;30;;;;;;;;;;;;;;;;Да;Нет;LED;;12;900;40;90;3000;;https://mais-upload.maytoni.de/Photo/db0803e4-f3cc-46c2-ae0f-00403985beb6/026standard/RENDER_Main_Image_P072PL-L12B3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/245665e5-3e50-4642-80aa-8308d8786cb6/007standard/RENDER_P072PL-L12B3K-1_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/99829ff4-ac08-4d38-abd1-56b1db92fe99/037standard/RENDER_Photo_w_alpha_P072PL-L12B3K-1_standard_(45).jpeg;https://mais-upload.maytoni.de/Photo/cf84e0fe-cea4-49cb-8773-3526e477b9ba/009standard/RENDER_element_P072PL-L12B3K-1_w_standard_(1).jpeg;;https://mais-upload.maytoni.de/Photo/86376469-d772-406e-9397-9a3e9c450092/030standard/How_it_shines_P072PL-L12B3K-1_standard.jpeg;https://mais-upload.maytoni.de/Photo/18e99681-8c66-496b-b3d4-9b07b32f0867/027standard/RENDER_Additional_perspective_P072PL-L12B3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/d08344f4-6de0-472e-9a9a-c51ad2c42378/031standard/RENDER_Technical_Feature_P072PL-L12B3K-1_standard_(1).jpeg;Подвесной светильник;0,48;0,53;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/9edee18c-3c78-435e-afc9-9b17688470e6/007/P072PL-L12B3K-1_0_007_0.rar;Нет;"Арматура из металла. Встроенный LED-источник света утоплен в корпусе.";"";1;;
P072PL-L12W3K-1;true;Подвесной светильник Technical P072PL-L12W3K-1;Technical;P072PL-L12W3K-1;https://maytoni.ru/i/P072PL-L12W3K-1;3790;RUB;002;true;true;;;4099776058182;;400/60/60;5192;;98;Technical;Maytoni Technical;Pendant;Focus LED;3;Нет;Нет;;;;AC 85-265;9405110039;Class2;IP 20;Белый;Алюминий;;52;;;300;;;Подвесной;;;;;;;IP 20;Круглая;;;52;30;;;;;;;;;;;;;;;;Да;Нет;LED;;12;1000;40;90;3000;;https://mais-upload.maytoni.de/Photo/3824a92c-2a3b-4019-a337-f65897600f1b/007standard/RENDER_P072PL-L12W3K-1_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/646bbc14-2fe6-4deb-b912-82b2a85a7f1f/009standard/RENDER_element_P072PL-L12W3K-1_w_standard_(1).jpeg;;https://mais-upload.maytoni.de/Photo/50907512-ba6c-46cb-b807-47ff547427d3/026standard/RENDER_Main_Image_P072PL-L12W3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/6f583843-8330-46ce-bc92-db3eaef6111b/027standard/RENDER_Additional_perspective_P072PL-L12W3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/551fb328-5555-4db2-8a1d-8bc72ec2f9de/030standard/How_it_shines_P072PL-L12W3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/75ba23d9-b524-4034-b658-71c9fc9054b7/031standard/RENDER_Technical_Feature_P072PL-L12W3K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/1a3c647e-07af-4e87-aa8f-692d4a9f3087/032standard/RENDER_Mounting_components_P072PL-L12W3K-1_standard.jpeg;Подвесной светильник;0,48;0,53;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/7d43c9ca-3fac-4dbd-918f-3069f51abd35/007/P072PL-L12W3K-1_0_007_0.rar;Нет;"Арматура из металла. Встроенный LED-источник света утоплен в корпусе.";"";1;;
P072PL-L12W4K-1;true;Подвесной светильник Technical P072PL-L12W4K-1;Technical;P072PL-L12W4K-1;https://maytoni.ru/i/P072PL-L12W4K-1;3790;RUB;002;true;true;;;4099776058205;;400/60/60;5192;;91;Technical;Maytoni Technical;Pendant;Focus LED;3;Нет;Нет;;;;AC 85-265;9405110039;Class2;IP 20;Белый;Алюминий;;52;;;300;;;Подвесной;;;;;;;IP 20;Круглая;;;52;30;;;;;;;;;;;;;;;;Да;Нет;LED;;12;1050;40;90;4000;;https://mais-upload.maytoni.de/Photo/f3ddbb39-2801-4667-bc77-b5d88a2f9265/007standard/RENDER_P072PL-L12W4K-1_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/970c154d-b15a-47d9-85fd-3a3c7b5340a4/009standard/RENDER_element_P072PL-L12W4K-1_w_standard_(1).jpeg;;https://mais-upload.maytoni.de/Photo/de1943a0-bb19-4ff7-b136-bcc59f74dc84/026standard/RENDER_Main_Image_P072PL-L12W4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/5a51659f-f1b5-4666-887b-49b70bec337c/027standard/RENDER_Additional_perspective_P072PL-L12W4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/1432fd7f-8d4f-46f8-8466-ba17ba195951/030standard/How_it_shines_P072PL-L12W4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/73d10521-f67b-4b40-9ef3-ac8c9c03014d/031standard/RENDER_Technical_Feature_P072PL-L12W4K-1_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/3875a4bc-b04c-4d57-8f4c-a41fab6c4106/032standard/RENDER_Mounting_components_P072PL-L12W4K-1_standard.jpeg;Подвесной светильник;0,48;0,53;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/e13a8493-e73d-4866-86e3-e4eef5752a67/007/P072PL-L12W4K-1_0_007_0.rar;Нет;"Арматура из металла. Встроенный LED-источник света утоплен в корпусе.";"";1;;
C064CL-L12W3K-D;true;Потолочный светильник Technical C064CL-L12W3K-D;Technical;C064CL-L12W3K-D;https://maytoni.ru/i/C064CL-L12W3K-D;4020;RUB;003;true;true;;;4099776022831;;85/80/80;;;17;Technical;Maytoni Technical;Ceiling & Wall;Alfa LED;3;Нет;Нет;;;;AC 220-240;9405110039;Class2;IP 20;Белый;Алюминий и пластик;;70;;;70;;;Накладной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;840;24;90;3000;;https://mais-upload.maytoni.de/Photo/6aa245a9-91a2-43a0-a1cc-2896affe8d3f/007standard/RENDER_C064CL-L12W3K-D_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/6d242ad8-8a87-48bf-a3a4-b0feb9fede65/064standard/RENDER_v komplekte_C064CL-L12W3K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/cb94dff5-735b-4329-8ae4-40c5817ba492/065standard/RENDER_add accessories_C064CL-L12W3K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/68dc0b20-61d5-4208-b097-ed41a49ef796/077standard/RENDER_add accessories_dop_C064CL-L12W3K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/71cf1ea1-e4ba-431d-91c6-c7f6beb9ecd4/009standard/RENDER_element_C064CL-L12W3K-D_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/83e37057-93fd-446a-af62-d76ad445db69/026standard/RENDER_Main_Image_C064CL-L12W3K-D_standard.jpeg;https://mais-upload.maytoni.de/Photo/dda28558-6fa1-4b39-bd55-0a2b67188c4a/030standard/How_it_shines_C064CL-L12W3K-D_standard.jpeg;Потолочный светильник;0,225;0,24;КИТАЙ;;;Нет;Акция;;;;https://mais-upload.maytoni.de/Documents/dbd0db05-f4f0-4ff0-a915-ee8fa6b83314/o/ies_C064CL-L12W3K-D.IES;https://mais-upload.maytoni.de/Documents/0c237776-7e5e-4b80-ab95-35bef64c9042/007/C064CL-L12W3K-D.zip;Да;"Металлический корпус. Оттенки — черный, белый. Геометрическая форма: цилиндр, квадрат, прямоугольник. Круглая форма представлена в трех размерах.   LED-источник света. Два варианта цветовой температуры: 3000К и 4000К. Для регулировки и настройки яркости, комфортной для глаз, можно использовать источники питания Dali и Triac, которые приобретаются отдельно. Подробную информацию по совместимости вы можете найти в разделе сопутствующие товары.";"";1;;
TR029-3-26W3K-W-B;true;Трековый светильник Technical TR029-3-26W3K-W-B;Technical;TR029-3-26W3K-W-B;https://maytoni.ru/i/TR029-3-26W3K-W-B;4190;RUB;009;true;true;;;4099776032151;;235/100/220;;;55;Technical;Maytoni Technical;Three phase track system Trinity;Vuoro;3;Нет;Нет;;;;AC 220-240;9405110039;Class2;IP 20;Черный;Алюминий;;89;138;;195;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;26;2690;60;90;3000;;https://mais-upload.maytoni.de/Photo/47ce7358-0388-45b1-a916-7a727df2875a/s/TR029-3-26W3K-W-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/92f5c1ab-f275-48ef-8bae-bbbfb14eca75/009standard/RENDER_element_TR029-3-26W3K-W-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/c62fa52c-9254-4189-8f53-5bf18f3953b8/026standard/RENDER_Main_Image_TR029-3-26W3K-W-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/d7d7a813-8539-4cec-958f-3fd7cc0db7bf/027standard/RENDER_Additional_perspective_TR029-3-26W3K-W-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/acbd49de-8c26-46b9-81e5-21a1c1036faa/028standard/RENDER_Mobility_and_control_feature_TR029-3-26W3K-W-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/758028ed-0931-461b-9736-2ccaee89e087/030standard/How_it_shines_TR029-3-26W3K-W-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/ec6cfbff-341c-4dfe-b79a-799e875f1ce6/035standard/how_shines_under_the_site_TR029-3-26W3K-W-B_standard.jpeg;Трековый светильник;0,63;0,72;КИТАЙ;;;Нет;Акция;https://mais-upload.maytoni.de/Documents/b285ca85-c3bd-4f20-97b1-28a9319a4a41/030/TR029-3-26W3K-W-B_0_030_0.mp4;;;;https://mais-upload.maytoni.de/Documents/3c6ad40c-c8e9-4924-be41-595e5be34591/007/TR029-3-26W3K-W-B.zip;Да;"";"";1;;
TRA010MPEC-21S;true;Комплектующие для встраиваемой трековой системы Technical TRA010MPEC-21S;Technical;TRA010MPEC-21S;https://maytoni.ru/i/TRA010MPEC-21S;913;RUB;063;true;true;;;4099776058250;;10/55/40;1251;;831;Technical;Maytoni Technical;Magnetic track system Gravity;Accessories for tracks Gravity;;Нет;Нет;;;;;7616999008;;;Серебро;Алюминий;;;2;70,2;70,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://mais-upload.maytoni.de/Photo/3aaa2fae-1939-4c23-85eb-6235b9608b72/026standard/RENDER_Main_Image_TRA010MPEC-21S_standard.jpeg;https://mais-upload.maytoni.de/Photo/d5d12172-8f18-4e26-a937-dd9a223b8685/007standard/RENDER_TRA010MPEC-21S_on_w_standard.jpeg;;;;;;;Комплектующие для встраиваемой трековой системы;0,05;0,06;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/2bbf29bd-e6d8-41f1-9d49-970aaa988d9f/007/TRA010MPEC-21S_0_007_0.zip;Нет;"Материал корпуса - алюминий, порошковое окрашивание, цвет - графит. Уникальная форма корпуса. Два размера - 350мм  и 650мм. Предназначен для организации основного освещения.  LED-источник света. Цветовая температура 3000К.  Степень защиты от пыли и влаги - IP 54.";"Заглушка торцевая к профилю, 2шт";1;;
TR030-2-30W3K-B;true;Трековый светильник Technical TR030-2-30W3K-B;Technical;TR030-2-30W3K-B;https://maytoni.ru/i/TR030-2-30W3K-B;5690;RUB;009;true;true;;;4099776059707;;50/30/920;7795;;772;Technical;Maytoni Technical;Magnetic track system Exility;Basis;3;Нет;Нет;;;;DC 48;9405110039;Class3;IP 20;Черный;Алюминий;;;904;22;44;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;30;1509;120;90;3000;;https://mais-upload.maytoni.de/Photo/3e0e3f0b-1df0-4d5f-9f6a-0136afb33bf6/007standard/RENDER_TR030-2-30W3K-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/c0461e46-071a-4aae-8851-14471543b391/009standard/RENDER_element_TR030-2-30W3K-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/b7dcd483-cae7-4947-9655-24eb5e7d9cc9/026standard/RENDER_Main_Image_TR030-2-30W3K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/6cdf9517-3050-40bc-9120-bc208e76ace6/027standard/RENDER_Additional_perspective_TR030-2-30W3K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/3d863ec1-ca8e-491e-a64f-e60b210f44f0/030standard/How_it_shines_TR030-2-30W3K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/f9978962-4c59-4253-b6d1-187cc2b73faa/032standard/RENDER_Mounting_components_TR030-2-30W3K-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/5a44509d-f035-4770-a3d8-f968b17ad622/035standard/how_shines_under_the_site_TR030-2-30W3K-B_standard.jpeg;Трековый светильник;0,5;0,55;КИТАЙ;2835;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/5e86740d-740e-4324-ad2d-c4fe363ffdac/007/TR030-2-30W3K-B_0_007_0.rar;Нет;"Алюминиевый корпус в черном и белом цветах. Три размера – три варианта мощности. LED-источник света. Угол рассеивания — 120°. Цветовая температура 3000К или 4000К, а также умные модели с регулируемым диапазоном от 3000К до 6000К и диммированием по протоколу Bluetooth Mesh.  Это позволяет управлять группой или отдельным светильником: вкл/выкл, диммировать, изменять цветовую температуру. Также доступно беспроводное управление светом со смартфона, пульта, с помощью голосовых помощников.";"";1;;
